GMX CNI	GMX WNAO	GMX MED	CNI WNAO	CNI MED	WNAO MED
0.0181085254614666	0.0154442557562988	0.0862870789341377	0.00266426970516775	0.104395604395604	0.101731334690436
0.109522486457471	0.00922551240279734	0.0487166256516102	0.118747998860268	0.0608058608058606	0.0579421380544075
0.0481893837156995	0.0134187547189277	0.0302406657669816	0.0347706289967717	0.0179487179487179	0.0168219110480539
0.0252885229665416	0.0255631748049464	0.0100870577650762	0.000274651838404805	0.0152014652014654	0.0154761170398702
0.0885093578592031	0.00513416582322512	0.136311555661401	0.083375192035978	0.0478021978021979	0.131177389838176
0.108809448205733	0.0451548456577864	0.0558790452753299	0.0636546025479465	0.052930402930403	0.0107241996175436
0.0356523851105894	0.0255034856272873	0.00689780635601089	0.0101488994833021	0.0287545787545785	0.0186056792712764
0.0907264390236525	0.0311123028257153	0.0173321690349554	0.0596141361979372	0.108058608058608	0.0484444718606707
0.0261055164305939	0.00673301510139646	0.0442241538990766	0.0193725013291974	0.0703296703296705	0.0509571690004731
0.00596277647361243	0.052733405718961	0.0330482125373767	0.0586961821925734	0.0390109890109891	0.0196851931815843
0.108704547946034	0.0124089696937597	0.0370928263343123	0.0962955782522744	0.0716117216117218	0.0246838566405526
0.108490494713405	0.0228209898458744	0.0592230954460057	0.131311484559279	0.0492673992673991	0.0820440852918801
0.00901149933657674	0.00744583698502821	0.0574720171469397	0.00156566235154854	0.0664835164835165	0.0649178541319679
0.151973542453419	0.0016993312329362	0.0309934905136144	0.150274211220482	0.182967032967033	0.0326928217465506
0.0177583854054442	0.0338629704755465	0.0412016088486675	0.0161045850701024	0.0234432234432234	0.00733863837312099
0.0357194834749015	0.0137530968717766	0.0129984652430472	0.0494725803466781	0.0487179487179487	0.000754631628729463
0.0244913754975675	0.0128935865064803	0.110571961578154	0.0373849620040478	0.086080586080586	0.123465548084634
0.07490256561464	0.0181250963785393	0.0395662988542245	0.0930276619931794	0.114468864468865	0.0214412024756852
0.0552465250607665	0.0085219318245453	0.0680135481993066	0.0467245932362212	0.123260073260073	0.0765354800238519
0.11098352971418	0.0522447544557574	0.0580640893334392	0.0587387752584225	0.169047619047619	0.110308843789197
0.0678496769828039	0.024778491427241	0.0702455611124344	0.0926281684100448	0.138095238095238	0.0454670696851934
0.0742136260712113	0.0227509214409044	0.0408046889471039	0.0514627046303069	0.115018315018315	0.0635556103880083
0.0328144078144077	0.0125077964893522	0.0245726495726496	0.0203066113250555	0.0082417582417581	0.0120648530832974
0.159756480189917	0.0199072890175499	0.00974901431557773	0.139849191172367	0.169505494505494	0.0296563033331276
0.0577773619569285	0.0687149675216392	0.0508176549972216	0.0109376055647107	0.00695970695970693	0.0178973125244176
0.0254846202988618	0.00915382332113757	0.00185824667248813	0.0346384436199993	0.0236263736263737	0.0110120699936257
0.187888650736948	0.0289291478771619	0.00826519541689819	0.21681779861411	0.196153846153846	0.0206639524602638
0.0363205336115553	0.00569171308698502	0.055001852292874	0.0306288205245703	0.0186813186813187	0.049310139205889
0.00640647622071766	0.0259860679735252	0.00604773623349475	0.0195795917528075	0.0124542124542124	0.03203380420702
0.0470274479562405	0.037382321631082	0.0105805615093539	0.00964512632515846	0.0364468864468865	0.0268017601217281
0.0118296306376803	0.012354418406032	0.0174743986663491	0.0241840490437123	0.0293040293040294	0.00511998026031713
0.0794836828118561	0.00593867662851799	0.0606262072980339	0.0735450061833381	0.14010989010989	0.0665648839265519
0.02550446629394	0.00840555344522764	0.0070962663067925	0.0170989128487123	0.0326007326007325	0.0155018197520201
0.093024321739492	0.072332904095388	0.0117375830224127	0.0206914176441041	0.104761904761905	0.0840704871178006
0.0289675924350846	0.0230647809989933	0.0472228837553915	0.00590281143609128	0.0761904761904761	0.0702876647543849
0.0183854243451768	0.00910913402347946	0.0211326770924295	0.0274945583686562	0.00274725274725274	0.030241811115909
0.00479233528769141	0.0210614177155549	0.0231073536027098	0.0162690824278635	0.0183150183150184	0.00204593588715485
0.0549634833690561	0.0205629734272472	0.0424724140668412	0.0344005099418089	0.0974358974358973	0.0630353874940884
0.123067378098338	0.0482915791846078	0.0148256198565796	0.0747757989137299	0.108241758241758	0.0334659593280282
0.0556377746780223	0.07668566237677	0.0100215659813184	0.132323437054792	0.0656593406593408	0.0666640963954516
0.0468176474368426	0.0077098693555282	0.0577611071419121	0.0391077780813144	0.104578754578755	0.0654709764974403
0.0877963196074651	0.0333183196603393	0.0934739752851207	0.0544779999471259	0.00567765567765555	0.0601556556247814
0.0131824659688438	0.0306178929878906	0.0447758725622502	0.0438003589567344	0.0315934065934065	0.0753937655501409
0.0449634644681083	0.0382587284129312	0.0239011934058372	0.00670473605517707	0.0210622710622711	0.014357535007094
0.052794599621225	0.0122166264049197	0.0248610780344528	0.0405779732163053	0.0776556776556778	0.0370777044393725
0.0480173850916886	0.0311564059211664	0.0146840517583552	0.0168609791705222	0.0333333333333334	0.0164723541628112
0.0898234462475949	0.0223237179619804	0.00285054642639782	0.0674997282856145	0.0926739926739927	0.0251742643883782
0.104878523609174	0.00585022906023636	0.00464528591463564	0.11072875266941	0.109523809523809	0.00120494314560071
