GMX CNI	GMX WNAO	GMX MED	CNI WNAO	CNI MED	WNAO MED
0.000594093494767411	0.000117088797076217	4.76475655116653e-05	0.000477004697691194	0.000546445929255746	6.94412315645518e-05
0.00088688350120009	0.000150420864405351	0.000346220082958797	0.000736462636794739	0.00123310358415889	0.000496640947364148
0.000197223019940419	6.19642428434613e-05	0.00011230376208883	0.00025918726278388	8.49192578515887e-05	0.000174268004932291
0.000205498199084458	0.000371370738557331	0.00036093620193641	0.000576868937641789	0.000566434401020867	1.04345366209219e-05
0.00121259956543818	0.000188139289722416	0.000226159105313506	0.00140073885516059	0.00098644046012467	0.000414298395035922
0.000702558178444464	0.000707362033922332	0.000333456767344917	0.0014099202123668	0.00103601494578938	0.000373905266577416
0.000384689868098851	0.000558431664886983	0.000870974656509513	0.000173741796788133	0.000486284788410662	0.000312542991622529
9.60775330635499e-05	0.000322754888391738	2.06634370799631e-05	0.000418832421455288	0.000116740970143513	0.000302091451311775
0.00112398982198459	0.000240426825685521	8.69377948077479e-07	0.000883562996299072	0.00112485919993267	0.000241296203633598
0.000809739029382526	3.89549304830156e-05	0.000214882482463081	0.000770784098899511	0.000594856546919445	0.000175927551980065
0.000256997125750393	8.56743862328682e-05	0.000323569125973448	0.000342671511983261	0.000580566251723841	0.00023789473974058
0.000579132546923107	0.00014335993304773	0.000155763300754694	0.000722492479970837	0.000734895847677801	1.24033677069641e-05
0.000128473627080432	7.64457616749042e-05	0.000256955800141056	0.000204919388755337	0.000128482173060624	0.00033340156181596
0.000825893480830788	0.000274346624939506	0.000221776455431187	0.000551546855891282	0.00104766993626198	0.000496123080370693
0.000130845142595219	0.000126709074606038	0.000234273880208625	0.000257554217201257	0.000365119022803844	0.000107564805602587
0.00038800430893092	0.000241096277975417	0.000140939329054357	0.000146908030955503	0.000528943637985277	0.000382035607029774
0.000196540423599088	7.11416957707737e-05	0.00011568713103632	0.000267682119369862	8.08532925627684e-05	0.000186828826807093
0.000476001802877871	0.00021536041517669	0.000101908173528345	0.000691362218054561	0.000577909976406216	0.000113452241648345
0.000589402367221922	0.000495680924179088	2.85483590129094e-06	0.00108508329140101	0.000586547531320631	0.000498535760080379
0.000547277405757626	9.6482700077481e-05	0.000117140933558617	0.000450794705680145	0.000664418339316243	0.000213623633636098
0.000763107758616284	0.000148642354781352	2.86884034378723e-06	0.000614465403834932	0.000765976598960071	0.000151511195125139
0.000701538864712512	0.000172349630004502	0.000149891062959752	0.000873888494717014	0.000551647801752761	0.000322240692964253
0.000422611308619606	0.000165532372577194	0.000142700471859796	0.000257078936042412	0.00027991083675981	2.28319007173979e-05
0.000745797303440567	3.87788361298769e-06	0.000298608210260012	0.00074191941982758	0.00104440551370058	0.000302486093873
0.000570653601217035	5.75985959288192e-05	0.000344749035783445	0.000513055005288216	0.00022590456543359	0.000287150439854626
1.62967081134718e-05	0.000117463767041864	0.000215548812827199	0.000101167058928393	0.000199252104713727	9.80850457853347e-05
0.000180518706564613	0.00079709599582727	0.000287046331055001	0.000977614702391883	0.000467565037619614	0.000510049664772269
1.72685789109348e-05	1.39348466938328e-05	0.000440128050387532	3.33373221710195e-06	0.000457396629298466	0.000454062897081364
0.000371292685543919	9.6591125360348e-05	8.96508188964881e-06	0.000274701560183571	0.00036232760365427	8.76260434706992e-05
0.000463621222858309	0.000337068423840662	0.000329330195089932	0.000800689646698971	0.000134291027768378	0.000666398618930593
0.000361097047431071	0.000184474862956263	0.000678018653616446	0.000176622184474808	0.000316921606185375	0.000493543790660183
0.000578827901004293	0.000222864272035907	7.42034054371891e-05	0.0008016921730402	0.000653031306441483	0.000148660866598717
0.000185939957547237	0.000573024297303958	0.000275378172943825	0.000758964254851195	0.000461318130491062	0.000297646124360133
6.21134777146824e-05	1.51743279441976e-05	0.000271222278887361	7.728780565888e-05	0.000333335756602043	0.000256047950943163
0.000534595215638041	0.000465357402253583	0.00098680278299365	0.000999952617891624	0.00152139799863169	0.000521445380740067
0.00112557502436271	0.000289105223195929	0.000431619779273066	0.000836469801166785	0.00155719480363578	0.000720725002468996
0.000652552670233205	0.000375931243984691	9.92062503168069e-05	0.000276621426248513	0.000553346419916398	0.000276724993667884
0.000798814410021791	5.55523900563556e-05	9.45055800807143e-06	0.000743262019965435	0.000808264968029862	6.50029480644271e-05
0.000243878661418323	0.000219257393284094	0.000172825626737945	2.46212681342295e-05	7.10530346803781e-05	4.64317665461486e-05
0.000429849530213553	0.000234784246849792	1.83365619279437e-05	0.000195065283363761	0.000411512968285609	0.000216447684921848
4.75282981102798e-05	0.000230994420941975	0.000329606875406713	0.000278522719052255	0.000377135173516993	9.86124544647376e-05
0.000803329514180954	0.000426844371172304	0.000235336298960534	0.00037648514300865	0.00056799321522042	0.00019150807221177
0.000581283217140827	0.000225838831994456	0.000341600030844516	0.000807122049135283	0.000922883247985343	0.00011576119885006
0.00161197994102476	0.00021990181251019	0.000305818217374897	0.00139207812851457	0.00191779815839966	0.000525720029885088
0.000448309947536753	0.000163124277647838	0.000910752348131017	0.000611434225184591	0.00135906229566777	0.000747628070483179
0.0004039278578052	2.94578388952919e-05	1.55294707395669e-05	0.000374470018909908	0.000419457328544767	4.49873096348588e-05
0.000569385885369499	0.000417082769115155	0.000645579045796086	0.000986468654484654	7.61931604265878e-05	0.00106266181491124
0.000146474854267894	0.000240496165293743	0.000373663286105004	0.000386971019561637	0.00022718843183711	0.000614159451398747
0.00020377374580231	0.000394071941952312	0.000673550016120544	0.000190298196150002	0.000469776270318234	0.000279478074168232
0.000770300376801583	0.000202752403776924	3.63225751546081e-05	0.000973052780578507	0.000733977801646975	0.000239074978931532
0.000469360453316351	9.02962242677607e-05	0.000232091956086136	0.000379064229048591	0.000701452409402487	0.000322388180353897
0.000848538422686858	0.00044911524522013	0.000825301818383641	0.00129765366790699	0.0016738402410705	0.000376186573163512
0.000611495409244366	0.000248965832174071	0.000222546800762153	0.000860461241418438	0.000388948608482213	0.000471512632936224
7.15241132027392e-05	6.04193957667587e-05	4.87383971228741e-05	1.11047174359805e-05	2.27857160798651e-05	1.16809986438846e-05
0.000771282479210106	4.64150054730679e-05	3.57231109537415e-06	0.000817697484683174	0.000767710168114732	4.99873165684421e-05
0.000830563568048005	6.89215683851007e-05	0.000111062466882081	0.000761641999662904	0.000719501101165924	4.21408984969803e-05
0.000429816322564017	0.000182615327854852	0.000431778238193351	0.000612431650418869	1.96191562933361e-06	0.000614393566048203
0.000326228348139335	7.38416040241469e-05	0.000619674538688691	0.000400069952163482	0.000293446190549356	0.000693516142712838
0.000106767570798614	7.90908330285697e-05	0.00105078828123455	2.76767377700446e-05	0.00115755585203316	0.00112987911426312
0.000701099290174248	0.000224723182001662	0.000123371058921341	0.00092582247217591	0.000577728231252907	0.000348094240923003
0.00066003414807959	0.000409487095401691	0.000843031711902314	0.000250547052677899	0.000182997563822724	0.000433544616500623
0.0011183191769852	0.000436085062822533	0.000621341715388062	0.000682234114162664	0.000496977461597135	0.000185256652565529
0.000474178532191112	3.28933791505534e-05	9.38391487230227e-05	0.000507071911341666	0.000568017680914135	6.09457695724693e-05
0.000201056730062724	2.34302620406158e-05	0.000216500407962034	0.00022448699210334	1.54436778993096e-05	0.00023993067000265
0.000371908740344209	1.61850867543565e-06	0.000269372042915888	0.000370290231668774	0.000641280783260097	0.000270990551591323
0.000801700565954594	0.00026118672535796	0.000645045564064679	0.00106288729131255	0.000156655001889916	0.000906232289422639
0.000804305887608667	0.00022221535972954	4.05649870409276e-05	0.000582090527879126	0.000763740900567739	0.000181650372688613
0.000255987442477265	6.47714581545858e-05	7.08532549599755e-05	0.000191215984322679	0.00032684069743724	0.000135624713114561
4.4892918844389e-05	0.000241632969877122	0.000451764395522361	0.000286525888721511	0.000406871476677972	0.000693397365399483
0.000869855124688237	8.27012213138862e-05	8.13896874779152e-05	0.000952556346002123	0.000951244812166152	1.31153383597102e-06
0.000207064423086475	0.000172069110359304	0.000224966320687621	3.49953127271718e-05	1.79018976011456e-05	5.28972103283174e-05
7.74719675328849e-05	0.000253181710185083	0.000645104022512751	0.000330653677717967	0.000567632054979866	0.000898285732697833
0.000520981936888709	0.000508300308222176	0.000413454047978432	0.00102928224511089	0.000107527888910277	0.000921754356200608
0.000156556345594106	0.000560248101162188	0.000134718966403953	0.000716804446756294	2.18373791901526e-05	0.000694967067566141
0.000564666094885383	0.000353992713547254	0.000270891365020427	0.000210673381338128	0.000293774729864956	8.31013485268275e-05
0.00119091160383867	3.76235784193277e-05	0.000111795713906237	0.001228535182258	0.00130270731774491	7.41721354869094e-05
0.000193998265010491	0.000318241161097775	0.0003212818655515	0.000512239426108267	0.000515280130561992	3.04070445372511e-06
0.000100796175346895	0.000350330032335331	0.000115447936168389	0.000249533856988436	0.000216244111515284	0.00046577796850372
0.000360535992048887	0.000421355369084058	0.000901265104206571	6.08193770351706e-05	0.000540729112157684	0.000479909735122513
0.000838543701674444	0.000252628558132549	0.000116530789287118	0.000585915143541895	0.000722012912387326	0.000136097768845431
0.000486990685412672	0.000101262635577701	0.000343735893480349	0.000385728049834971	0.000143254791932323	0.000242473257902648
0.00071139779745778	0.000297193890732045	5.63719544620124e-05	0.00100859168818982	0.000655025842995767	0.000353565845194057
0.000300166631306002	0.000279012192200561	0.000466748879679022	0.000579178823506563	0.00016658224837302	0.000745761071879583
0.000462281525041992	0.000325620011005697	0.000237087805295622	0.000136661514036295	0.000699369330337614	0.000562707816301319
0.00172786236237658	0.000331559524890902	0.000191643734450989	0.00205942188726749	0.00191950609682757	0.000139915790439913
0.000404585085522155	1.16822078671539e-05	8.44212200560362e-05	0.000416267293389309	0.000489006305578191	7.27390121888823e-05
0.00145751846068628	0.000443820676552356	0.000240283014795437	0.00101369778413392	0.00169780147548172	0.000684103691347793
0.00063044602413565	1.31692349406693e-05	3.8618563104725e-05	0.00064361525907632	0.000591827461030925	5.17877980453943e-05
0.000178676932412018	0.000262233939447408	4.28900022279282e-05	0.000440910871859426	0.00013578693018409	0.000305123941675336
0.00147844710088453	0.000764079189454191	4.53690915308024e-05	0.000714367911430335	0.00143307800935372	0.000718710097923388
0.000107836786177709	0.000287201680737824	0.00057879407296565	0.000395038466915533	0.000686630859143359	0.000291592392227826
8.72354493260657e-05	0.000305853290890098	0.000203156236213609	0.000218617841564032	0.000115920786887544	0.000102697054676488
0.000175402203696684	0.000122119198331468	0.000277279536912999	5.32830053652164e-05	0.000452681740609683	0.000399398735244466
7.29037696082062e-05	0.000209778764036065	0.000296756551962349	0.000136874994427859	0.000369660321570555	0.000506535315998414
0.00011484401502484	1.76168044572255e-05	0.000440986857674685	9.72272105676146e-05	0.000326142842649845	0.00042337005321746
3.74591664740473e-05	0.000522055002664751	0.000365978676513346	0.000484595836190703	0.000328519510039299	0.000156076326151405
0.000121826542526578	0.000300572618658929	0.000281866724034518	0.000178746076132351	0.000403693266561096	0.000582439342693447
0.00062622146887536	0.000460951576005918	0.000217672539401687	0.00108717304488128	0.000843894008277047	0.00024327903660423
0.000696848434503616	0.000284680274377578	6.39046276351496e-05	0.000981528708881194	0.000632943806868467	0.000348584902012728
0.00113711441806948	0.000176609922916785	0.000168210035173258	0.00131372434098626	0.000968904382896217	0.000344819958090043
0.000818621678872919	0.000182331160926959	0.000230361548992239	0.00063629051794596	0.00058826012988068	4.80303880652801e-05
0.000232440970646907	0.000340266543715624	0.000397930418033991	0.000107825573068716	0.000165489447387084	5.76638743183676e-05
0.000418515351845715	0.000119168993658057	8.86572188502975e-05	0.000537684345503772	0.000329858132995417	0.000207826212508355
0.000547230239353162	0.000393345276808528	0.000182499851851682	0.000153884962544635	0.000729730091204844	0.000575845128660209
0.00023111696891548	0.000231386944716833	0.000248923242432695	0.000462503913632314	0.000480040211348176	1.75362977158618e-05
0.000187116640911623	0.000637567753350098	0.000370344881275088	0.000824684394261721	0.000183228240363464	0.00100791263462519
0.000832326705476562	0.000153575993372262	9.27351542824462e-05	0.000678750712104301	0.000925061859759008	0.000246311147654708
0.000838745448364961	0.000208832229689038	0.000210122141856011	0.000629913218675923	0.00104886759022097	0.00041895437154505
